tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
missing,1.png,Magnesiumsalze der Citronensäure,420,mg,per_daily_dose,,,,,nutrient not found in predictions
incorrect,101.png,Thiamin,0.44,mg,per_100g,Thiamin,6.3,g,per_100g,qty: got 6.3 expected 0.44 | unit: got g expected mg
incorrect,102.png,- davon Zucker,3.9,g,per_serving (1 Riegel* (12.5 g)),-davon Zucker,3.9,g,per_daily_dose,context: got per_daily_dose expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Ballaststoffe,0.6,g,per_serving (1 Riegel* (12.5 g)),Ballaststoffe,0.6,g,per_daily_dose,context: got per_daily_dose expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Kohlenhydrate,7.9,g,per_serving (1 Riegel* (12.5 g)),Kohlenhydrate,31,g,per_100g,qty: got 31 expected 7.9 | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Eiweiß,0.7,g,per_serving (1 Riegel* (12.5 g)),Eiweiss,0.14,g,per_100g,qty: got 0.14 expected 0.7 | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Energie,188,kJ,per_serving (1 Riegel* (12.5 g)),Energie,1.0,g,per_daily_dose,qty: got 1.0 expected 188 | unit: got g expected kJ | context: got per_daily_dose expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,- davon gesättigte Fettsäuren,1.1,g,per_100g,davon gesattigte,1.1,g,per_100g,nutrient: no match
incorrect,102.png,- davon gesättigte Fettsäuren,0.1,g,per_serving (1 Riegel* (12.5 g)),davon gesattigte,0.1,g,per_daily_dose,nutrient: no match | context: got per_daily_dose expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Fett,1.0,g,per_serving (1 Riegel* (12.5 g)),Fettsauren,1.1,g,per_100g,nutrient: no match | qty: got 1.1 expected 1.0 | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
missing,102.png,Energie,45,kcal,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
missing,102.png,Salz,0.02,g,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
incorrect,103.jpeg,Fett,0.4,g,per_serving (pro Port. (12g)),Fett,0.4,g,per_100g,context: got per_100g expected per_serving (pro Port. (12g))
incorrect,103.jpeg,Fett,3.7,g,per_100g,Fett,3.7,kcal,per_100g,unit: got kcal expected g
incorrect,103.jpeg,Salz,0,g,per_100g,Salz,7.7,g,per_100g,qty: got 7.7 expected 0
incorrect,103.jpeg,Eiweiß,0.9,g,per_serving (pro Port. (12g)),Eiweiss,1.9,g,per_serving,qty: got 1.9 expected 0.9
incorrect,103.jpeg,Salz,0,g,per_serving (pro Port. (12g)),Salz,66.0,g,per_serving,qty: got 66.0 expected 0
incorrect,103.jpeg,davon gesättigte Fettsäuren,0,g,per_serving (pro Port. (12g)),davon gesattigte Fettsauren,3.7,kcal,per_100g,qty: got 3.7 expected 0 | unit: got kcal expected g | context: got per_100g expected per_serving (pro Port. (12g))
missing,103.jpeg,Energie,1383,kJ,per_100g,,,,,nutrient not found in predictions
missing,103.jpeg,Energie,328,kcal,per_100g,,,,,nutrient not found in predictions
missing,103.jpeg,Energie,166,kJ,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,Energie,39,kcal,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
incorrect,104.jpeg,davon gesättigte Fettsäuren,0,g,per_serving (pro Port. (14g)),davon gesattigte Fettsauren,2.6,g,per_100g,qty: got 2.6 expected 0 | context: got per_100g expected per_serving (pro Port. (14g))
incorrect,104.jpeg,Fett,0,g,per_serving (pro Port. (14g)),Fett,361,kcal,per_100g,qty: got 361 expected 0 | unit: got kcal expected g | context: got per_100g expected per_serving (pro Port. (14g))
missing,104.jpeg,Energie,1528,kJ,per_100g,,,,,nutrient not found in predictions
missing,104.jpeg,Energie,361,kcal,per_100g,,,,,nutrient not found in predictions
missing,104.jpeg,Eiweiß,3.2,g,per_100g,,,,,nutrient not found in predictions
missing,104.jpeg,Energie,214,kJ,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
missing,104.jpeg,Energie,51,kcal,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
missing,104.jpeg,Eiweiß,0,g,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
incorrect,105.png,Energie,158,kJ,per_serving (1 Portion* (12 g)),Energie,158,kj,per_100g,context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.png,Energie,38,kcal,per_serving (1 Portion* (12 g)),Energie,38,kcal,per_100g,context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.png,Fett,0.3,g,per_serving (1 Portion* (12 g)),Fett,0.3,g,per_100g,context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.png,Kohlenhydrate,52.1,g,per_100g,Kohlenhydrate,6.2,g,per_100g,qty: got 6.2 expected 52.1
incorrect,105.png,- davon Zucker,6.2,g,per_serving (1 Portion* (12 g)),-davon Zucker,1.9,g,per_100g,qty: got 1.9 expected 6.2 | context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.png,Ballaststoffe,1.9,g,per_serving (1 Portion* (12 g)),Ballaststoffe,0.8,g,per_100g,qty: got 0.8 expected 1.9 | context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.png,Eiweiß,0.8,g,per_serving (1 Portion* (12 g)),Eiweiss,0.00,g,per_100g,qty: got 0.00 expected 0.8 | context: got per_100g expected per_serving (1 Portion* (12 g))
incorrect,105.png,- davon gesättigte Fettsäuren,0.4,g,per_100g,Fettsauren,0.4,g,per_100g,nutrient: no match
incorrect,105.png,- davon gesättigte Fettsäuren,0.0,g,per_serving (1 Portion* (12 g)),davon gesattigte,0.0,g,per_100g,nutrient: no match | context: got per_100g expected per_serving (1 Portion* (12 g))
missing,105.png,Energie,313,kcal,per_100g,,,,,nutrient not found in predictions
missing,105.png,Kohlenhydrate,6.3,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.png,Salz,0.00,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
incorrect,106.png,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,250,mg,per_serving (Pro Stick),Magnesio/Magnezium,250,mg,,nutrient: no match | context: got None expected per_serving (Pro Stick)
incorrect,106.png,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,12,mg α-TE,per_serving (Pro Stick),VitaminE,12,mg a-te,,nutrient: no match | unit: got mg a-te expected mg α-TE | context: got None expected per_serving (Pro Stick)
incorrect,107.png,Vitamin E,12,mg α-TE,per_daily_dose (1 Tablette (4.3 g)*),Vitamin E,12,mg a-te,per_daily_dose,unit: got mg a-te expected mg α-TE
incorrect,107.png,Biotin,50,µg,per_daily_dose (1 Tablette (4.3 g)*),Biotin,50,g,per_daily_dose,unit: got g expected µg
incorrect,107.png,Folsäure,200,µg,per_daily_dose (1 Tablette (4.3 g)*),Folsaure,200,g,per_daily_dose,unit: got g expected µg
incorrect,107.png,Vitamin B12,2.5,µg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B12,80,mg,per_daily_dose,qty: got 80 expected 2.5 | unit: got mg expected µg
incorrect,107.png,Pantothensäure,6,mg,per_daily_dose (1 Tablette (4.3 g)*),Pantothensaure,,,per_daily_dose,qty: got None expected 6 | unit: got None expected mg
missing,107.png,Vitamin C,80,mg,per_daily_dose (1 Tablette (4.3 g)*),,,,,nutrient not found in predictions
incorrect,108.jpeg,Folsäure,200,µg,per_daily_dose (1 Tablette (5.6 g)*),Folsaure,200,g,per_daily_dose,unit: got g expected µg
incorrect,108.jpeg,Vitamin B12,2.5,µg,per_daily_dose (1 Tablette (5.6 g)*),Vitamin B12,80,mg,per_daily_dose,qty: got 80 expected 2.5 | unit: got mg expected µg
incorrect,108.jpeg,Biotin,50,µg,per_daily_dose (1 Tablette (5.6 g)*),Biotin,200,g,per_daily_dose,qty: got 200 expected 50 | unit: got g expected µg
missing,108.jpeg,Vitamin C,80,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
missing,108.jpeg,Vitamin E (α-TE),12,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
missing,108.jpeg,Niacin (NE),16,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
incorrect,109.jpeg,- davon gesättigte Fettsäuren,0.2,g,per_100g,davon gesattigte,0.2,g,per_100g,nutrient: no match
missing,110.jpeg,Melissen Extrakt,15,mg,per_serving (pro Stick),,,,,nutrient not found in predictions
missing,110.jpeg,Melissen Extrakt,30,mg,per_daily_dose (pro 2 Sticks),,,,,nutrient not found in predictions
incorrect,111.jpeg,Vitamin B12,17.5,µg,per_daily_dose (1 Tagesdosis (8 ml)),Vitamin B12,17.5,g,1 tagesdosis (8 ml),unit: got g expected µg | context: got 1 tagesdosis (8 ml) expected per_daily_dose (1 Tagesdosis (8 ml))
missing,112.jpeg,Vitamin B12,17.5,µg,per_daily_dose (1 Tagesdosis (8 ml)),,,,,nutrient not found in predictions
incorrect,113.jpeg,FETT,4.5,g,per_100g,FETT,6,g,per_100g,qty: got 6 expected 4.5
incorrect,113.jpeg,KOHLENHYDRATE,7.7,g,per_100g,Kohlenhydrate,3,g,per_100g,qty: got 3 expected 7.7
incorrect,113.jpeg,EIWEIẞ,72.7,g,per_100g,Eiweiss,1.9,g,per_100g,qty: got 1.9 expected 72.7
incorrect,113.jpeg,SALZ,0.53,g,per_100g,SALZ,72.7,g,per_100g,qty: got 72.7 expected 0.53
incorrect,113.jpeg,SALZ,0.17,g,per_serving (30 g PULVER IN 250ml WASSER),SALZ,145,g,per_100g,qty: got 145 expected 0.17 | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,113.jpeg,ENERGIE kcal,369,kcal,per_100g,Energie,11,kcal,per_100g,nutrient: no match | qty: got 11 expected 369
incorrect,113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,3.1,g,per_100g,FETT,2,g,per_serving,nutrient: no match | qty: got 2 expected 3.1 | context: got per_serving expected per_100g
missing,113.jpeg,ENERGIE kJ,1546,kJ,per_100g,,,,,nutrient not found in predictions
missing,113.jpeg,DAVON ZUCKER,3.9,g,per_100g,,,,,nutrient not found in predictions
missing,113.jpeg,ENERGIE kJ,464,kJ,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,ENERGIE kcal,111,kcal,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,0.9,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,113.jpeg,DAVON ZUCKER,1.2,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,114.jpeg,FETT,1.4,g,per_serving (30 g PULVER IN 250ml WASSER),FETT,1,g,per_100g,qty: got 1 expected 1.4 | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,EIWEIẞ,21.0,g,per_serving (30 g PULVER IN 250ml WASSER),Eiweiss,140,g,per_100g,qty: got 140 expected 21.0 | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,3.3,g,per_100g,FETT,148,g,per_serving,nutrient: no match | qty: got 148 expected 3.3 | context: got per_serving expected per_100g
missing,114.jpeg,ENERGIE,368,kcal,per_100g,,,,,nutrient not found in predictions
missing,114.jpeg,DAVON ZUCKER,4.1,g,per_100g,,,,,nutrient not found in predictions
missing,114.jpeg,ENERGIE,111,kcal,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,1.0,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,114.jpeg,DAVON ZUCKER,1.2,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,115.png,Salz,0.05,g,per_100g,Salz,,,per_100g,qty: got None expected 0.05 | unit: got None expected g
incorrect,115.png,- davon gesättigte Fettsäuren,0.2,g,per_100g,davon gesattigte,0.2,g,per_100g,nutrient: no match
incorrect,116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,1.4,g,per_100g,davon gesattigte,1.4,g,per_100g,nutrient: no match
incorrect,116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,0.4,g,per_serving (PORTION**),davon gesattigte,0.4,g,per_serving,nutrient: no match
missing,116.jpeg,ENERGIE,1696,kJ,per_100g,,,,,nutrient not found in predictions
missing,116.jpeg,ENERGIE,404,kcal,per_100g,,,,,nutrient not found in predictions
missing,116.jpeg,- DAVON ZUCKER,4.6,g,per_100g,,,,,nutrient not found in predictions
missing,116.jpeg,ENERGIE,509,kJ,per_serving (PORTION**),,,,,nutrient not found in predictions
missing,116.jpeg,ENERGIE,121,kcal,per_serving (PORTION**),,,,,nutrient not found in predictions
missing,116.jpeg,- DAVON ZUCKER,1.4,g,per_serving (PORTION**),,,,,nutrient not found in predictions
incorrect,117.jpeg,ENERGIE,728,kJ,per_serving (45 g),ENERGIE,728,kj/kcal,per_serving,unit: got kj/kcal expected kJ
incorrect,117.jpeg,ENERGIE,173,kcal,per_serving (45 g),ENERGIE,173,kj/kcal,per_serving,unit: got kj/kcal expected kcal
incorrect,117.jpeg,FETT,6.1,g,per_serving (45 g),FETT,6.1,,per_serving,unit: got None expected g
incorrect,117.jpeg,KOHLENHYDRATE,16.7,g,per_serving (45 g),Kohlenhydrate,6.1,,per_serving,qty: got 6.1 expected 16.7 | unit: got None expected g
incorrect,117.jpeg,BALLASTSTOFFE,4.0,g,per_serving (45 g),Ballaststoffe,,,per_serving,qty: got None expected 4.0 | unit: got None expected g
incorrect,117.jpeg,EIWEIẞ,11.0,g,per_serving (45 g),Eiweiss,,,per_serving,qty: got None expected 11.0 | unit: got None expected g
missing,117.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,1.5,g,per_serving (45 g),,,,,nutrient not found in predictions
missing,117.jpeg,- DAVON ZUCKER,13.5,g,per_serving (45 g),,,,,nutrient not found in predictions
incorrect,118.jpeg,FETT:,10,g,per_100g,FETT:,2.1,g,per_serving,qty: got 2.1 expected 10 | context: got per_serving expected per_100g
incorrect,118.jpeg,KOHLENHYDRATE:,48,g,per_100g,KOHLENHYDRATE:,3.2,g,per_serving,qty: got 3.2 expected 48 | context: got per_serving expected per_100g
incorrect,118.jpeg,BALLASTSTOFFE,3.0,g,per_100g,Ballaststoffe,19,g,per_serving,qty: got 19 expected 3.0 | context: got per_serving expected per_100g
incorrect,118.jpeg,EIWEIẞ,24,g,per_100g,Eiweiss,0.56,g,per_serving,qty: got 0.56 expected 24 | context: got per_serving expected per_100g
incorrect,118.jpeg,FETT:,8.0,g,per_serving (80 g),FETT:,48,g,per_100g,qty: got 48 expected 8.0 | context: got per_100g expected per_serving (80 g)
incorrect,118.jpeg,KOHLENHYDRATE:,38,g,per_serving (80 g),KOHLENHYDRATE:,4.0,g,per_100g,qty: got 4.0 expected 38 | context: got per_100g expected per_serving (80 g)
incorrect,118.jpeg,BALLASTSTOFFE,2.4,g,per_serving (80 g),Ballaststoffe,24,g,per_100g,qty: got 24 expected 2.4 | context: got per_100g expected per_serving (80 g)
incorrect,118.jpeg,EIWEIẞ,19,g,per_serving (80 g),Eiweiss,0.70,g,per_100g,qty: got 0.70 expected 19 | context: got per_100g expected per_serving (80 g)
missing,118.jpeg,ENERGIE,1440,kJ,per_100g,,,,,nutrient not found in predictions
missing,118.jpeg,ENERGIE,344,kcal,per_100g,,,,,nutrient not found in predictions
missing,118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,2.6,g,per_100g,,,,,nutrient not found in predictions
missing,118.jpeg,- DAVON ZUCKER,4.0,g,per_100g,,,,,nutrient not found in predictions
missing,118.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,21,g,per_100g,,,,,nutrient not found in predictions
missing,118.jpeg,SALZ,0.70,g,per_100g,,,,,nutrient not found in predictions
missing,118.jpeg,ENERGIE,1152,kJ,per_serving (80 g),,,,,nutrient not found in predictions
missing,118.jpeg,ENERGIE,275,kcal,per_serving (80 g),,,,,nutrient not found in predictions
missing,118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,2.1,g,per_serving (80 g),,,,,nutrient not found in predictions
missing,118.jpeg,- DAVON ZUCKER,3.2,g,per_serving (80 g),,,,,nutrient not found in predictions
missing,118.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,17,g,per_serving (80 g),,,,,nutrient not found in predictions
missing,118.jpeg,SALZ,0.56,g,per_serving (80 g),,,,,nutrient not found in predictions
incorrect,119.jpeg,FETT:,11,g,per_100g,FETT:,24,g,per_serving,qty: got 24 expected 11 | context: got per_serving expected per_100g
incorrect,119.jpeg,KOHLENHYDRATE:,47,g,per_100g,KOHLENHYDRATE:,3.2,g,per_serving,qty: got 3.2 expected 47 | context: got per_serving expected per_100g
incorrect,119.jpeg,BALLASTSTOFFE,4.5,g,per_100g,Ballaststoffe,19,g,per_serving,qty: got 19 expected 4.5 | context: got per_serving expected per_100g
incorrect,119.jpeg,EIWEIẞ,24,g,per_100g,Eiweiss,0.56,g,per_serving,qty: got 0.56 expected 24 | context: got per_serving expected per_100g
incorrect,119.jpeg,SALZ,0.70,g,per_100g,SALZ,21,g,per_100g,qty: got 21 expected 0.70
incorrect,119.jpeg,FETT:,8.4,g,per_serving (80 g),FETT:,3.0,g,per_100g,qty: got 3.0 expected 8.4 | context: got per_100g expected per_serving (80 g)
incorrect,119.jpeg,KOHLENHYDRATE:,38,g,per_serving (80 g),KOHLENHYDRATE:,4.0,g,per_100g,qty: got 4.0 expected 38 | context: got per_100g expected per_serving (80 g)
incorrect,119.jpeg,BALLASTSTOFFE,3.6,g,per_serving (80 g),Ballaststoffe,24,g,per_100g,qty: got 24 expected 3.6 | context: got per_100g expected per_serving (80 g)
incorrect,119.jpeg,EIWEIẞ,19,g,per_serving (80 g),Eiweiss,0.70,g,per_100g,qty: got 0.70 expected 19 | context: got per_100g expected per_serving (80 g)
incorrect,119.jpeg,SALZ,0.56,g,per_serving (80 g),SALZ,17,g,per_serving,qty: got 17 expected 0.56
missing,119.jpeg,ENERGIE,1471,kJ,per_100g,,,,,nutrient not found in predictions
missing,119.jpeg,ENERGIE,352,kcal,per_100g,,,,,nutrient not found in predictions
missing,119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,3.0,g,per_100g,,,,,nutrient not found in predictions
missing,119.jpeg,- DAVON ZUCKER,4.0,g,per_100g,,,,,nutrient not found in predictions
missing,119.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,21,g,per_100g,,,,,nutrient not found in predictions
missing,119.jpeg,ENERGIE,1177,kJ,per_serving (80 g),,,,,nutrient not found in predictions
missing,119.jpeg,ENERGIE,282,kcal,per_serving (80 g),,,,,nutrient not found in predictions
missing,119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,2.4,g,per_serving (80 g),,,,,nutrient not found in predictions
missing,119.jpeg,- DAVON ZUCKER,3.2,g,per_serving (80 g),,,,,nutrient not found in predictions
missing,119.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,17,g,per_serving (80 g),,,,,nutrient not found in predictions
incorrect,12.png,Energie / Energia / Energie / Energi / Energia / Energi,129,kcal,per_100ml,Energie / Energi,129,kcal,per_100ml,nutrient: no match
incorrect,12.png,Vetten / Rasva / Matières grasses / Fett / Tłuszcze / Fett,0.0,g,per_100ml,Fatten/ Rasva / Matiéres grasses / Fett/ Tlustcze / Fett,0.0,g,per_100ml,nutrient: no match
incorrect,12.png,waarvan verzadigde vetzuren / josta tyydyttyneiden rasvojen osuus / dont matières grasses saturées / med andel mættet fett / w tym tłuszcze nasycone / varav mättat fett,0.0,g,per_100ml,sattnat fett / w tym tluszcze nasycone / varav mattat fat,0.0,g,per_serving,nutrient: no match | context: got per_serving expected per_100ml
incorrect,12.png,Koolhydraten / Hiilihydraatit / Glucides / Karbohydrater / Węglowodany / Kolhydrater,32,g,per_100ml,Koolhydraten / Hillhydraatit / Glucides / Karbohydrater,32,g,per_100ml,nutrient: no match
incorrect,12.png,waarvan suikers / josta sokereiden osuus / dont sucres / med andel sukker / w tym cukry / varav socker,1.1,g,per_100ml,waarvan sukers / josta sokereiden osuus / dont sucres,1.1,g,per_100ml,nutrient: no match
incorrect,12.png,Energie / Energia / Energie / Energi / Energia / Energi,77,kcal,per_serving (60ml),Energie / Energi,77,kcal,per_serving,nutrient: no match
incorrect,12.png,Koolhydraten / Hiilihydraatit / Glucides / Karbohydrater / Węglowodany / Kolhydrater,19,g,per_serving (60ml),Koolhydraten / Hillhydraatit / Glucides / Karbohydrater,19,g,per_serving,nutrient: no match
incorrect,12.png,waarvan suikers / josta sokereiden osuus / dont sucres / med andel sukker / w tym cukry / varav socker,0.7,g,per_serving (60ml),waarvan sukers / josta sokereiden osuus / dont sucres,0.7,g,per_serving,nutrient: no match
missing,12.png,Energie / Energia / Energie / Energi / Energia / Energi,547,kJ,per_100ml,,,,,nutrient not found in predictions
missing,12.png,Zout / Suola / Sel / Salt / Sól / Salt,0.6,g,per_100ml,,,,,nutrient not found in predictions
missing,12.png,Energie / Energia / Energie / Energi / Energia / Energi,328,kJ,per_serving (60ml),,,,,nutrient not found in predictions
missing,12.png,Vetten / Rasva / Matières grasses / Fett / Tłuszcze / Fett,0.0,g,per_serving (60ml),,,,,nutrient not found in predictions
missing,12.png,waarvan verzadigde vetzuren / josta tyydyttyneiden rasvojen osuus / dont matières grasses saturées / med andel mættet fett / w tym tłuszcze nasycone / varav mättat fett,0.0,g,per_serving (60ml),,,,,nutrient not found in predictions
missing,12.png,Zout / Suola / Sel / Salt / Sól / Salt,0.4,g,per_serving (60ml),,,,,nutrient not found in predictions
incorrect,120.jpeg,FOLSÄURE,200,µg,per_daily_dose (10 G),Folsaure,200,g,per_daily_dose,unit: got g expected µg
incorrect,120.jpeg,BIOTIN,40,µg,per_daily_dose (10 G),Biotin,40,g,per_daily_dose,unit: got g expected µg
